province,district,name,number,administrative_pst,locality,area,classification,type,level,latitude,longitude
GAZA,CHOKWE,PS Mapapa,1215,LIONDE,CONHANE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.7392,33.1261
GAZA,CHOKWE,PS Wachicoluane,1216,LIONDE,CONHANE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.6794,33.0183
GAZA,CHOKWE,PS  Ntcawene,1217,LIONDE,MALAU,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.7536,32.8836
GAZA,CHOKWE,CS Machua,1218,MACARETANE,MAXINHO,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.17,32.6411
GAZA,CHOKWE,PS  Cumba,1219,MACARETANE,MATUBA,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.5394,32.7508
GAZA,CHOKWE,CS Chaluquane,1220,XILEMBENE,CHIDUACHINE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.7128,33.3736
GAZA,CHOKWE,CS Hokwe,1221,XILEMBENE,VILA DE XILEMBENE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.7069,33.18
GAZA,CHOKWE,CS Conhane,1222,LIONDE,CONHANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.6681,33.0953
GAZA,CHOKWE,PS Chiguidela,1223,XILEMBENE,XILEMBENE SEDE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.6768,33.3257
GAZA,CHOKWE,CS Xilembene,1224,XILEMBENE,VILA DE XILEMBENE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.6881,33.2586
GAZA,CHOKWE,CS lionde,1225,LIONDE,LIONDE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.5858,33.0639
GAZA,CHOKWE,CS Massavasse,1226,LIONDE,CONHANE,RURAL,Centro de Saude,Centro de saude Urbano,Nivel Primario,-24.6228,33.1103
GAZA,CHOKWE,CS Manjangue,1227,MACARETANE,MACARETANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.4286,32.8425
GAZA,CHOKWE,PS Malhazine,1228,XILEMBENE,XILEMBENE SEDE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.7417,33.2942
GAZA,GUIJA,CS Guija,1229,CANICADO,VILA DE CANICADO,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.4992,33.0144
GAZA,GUIJA,PS Nhalazi,1230,NALAZI,NALAZE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.0498,33.3274
GAZA,GUIJA,PS Chibabel,1231,CHIVONGOENE,CHIBABEL,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.5875,33.2331
GAZA,GUIJA,PS Chimbembe,1232,NALAZI,CHIVONGUINE SEDE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.3667,33.2028
GAZA,GUIJA,PS Chinhacanine,1233,MUBANGOENE,MUBANGUENE SEDE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.3628,32.9033
GAZA,GUIJA,PS Chivonguene,1234,CHIVONGOENE,CHIVONGUENE SEDE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.5115,33.1033
GAZA,GUIJA,PS Mpelane,1235,MUBANGOENE,MPELANE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.2375,32.8375
GAZA,GUIJA,PS Sifo (Mubanguene),1236,CHIVONGOENE,CHIBABEL,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.5919,33.1628
GAZA,MABALANE,PS de Macarale,1237,NA,NA,NA,NA,NA,NA,-23.3847,32.3756
GAZA,MABALANE,CS Mabalane,1238,MABALANE,MABALANE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.8508,32.6228
GAZA,MABALANE,CS Combomune,1239,COMBOMUNE,COMBOMUNE ESTACAO,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.4281,32.5547
GAZA,MABALANE,PS Mabomo,1240,NTLAVENE,CHIPSWANE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-23.6972,32.5214
GAZA,MABALANE,CS Macarale,1241,NA,NA,NA,NA,NA,NA,NA,NA
GAZA,MABALANE,PS Nhimbawin B,1242,NTLAVENE,NTLAVENE SEDE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-23.8392,32.5297
GAZA,MABALANE,CS  Tsocate,1243,MABALANE,TSOCATE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.0714,32.6439
GAZA,MABALANE,PS  Pfukwe,1244,MABALANE,TSOCATE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.1422,32.7256
GAZA,MABALANE,PS  Macarale,1245,COMBOMUNE,COMBOMUNE RIO,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-23.3847,32.3756
GAZA,MANDLAKAZE,HR Mandlakazi,1246,MANDLAKAZE,VILA DE MANDLAKAZE,URBANA,Hospital Rural,Hospital Rural,Nivel Secondario,-24.7122,33.8861
GAZA,MANDLAKAZE,CS Chidenguele,1247,CHIDENGUELE,CHIDENGUELE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.9206,34.1911
GAZA,MANDLAKAZE,CS Dengoine,1248,CHIDENGUELE,DENGOINE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.8597,34.4117
GAZA,MANDLAKAZE,CS Betula,1249,CHIDENGUELE,BETULE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.7961,34.1875
GAZA,MANDLAKAZE,PS  Mussavelene,1250,CHIDENGUELE,DENGOINE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.8881,34.315
GAZA,MANDLAKAZE,CS Banguene,1251,XHALALA,MUSSENGUE,RURAL,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-24.6339,33.8375
GAZA,MANDLAKAZE,CS Chibondzane,1252,CHIBONZANE,CHIBONZANE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.6722,34.0692
GAZA,MANDLAKAZE,CS Macuacua,1253,MACUACUA,MACUACUA SEDE,RURAL,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-24.4889,33.9569
GAZA,MANDLAKAZE,CS Macupulane,1254,NGUZENE,NGUZENE SEDE,RURAL,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-24.8072,33.9817
GAZA,MANDLAKAZE,CS Mangunze,1255,NGUZENE,MANGUNZE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.8719,33.8717
GAZA,MANDLAKAZE,CS Manhique,1256,CHIBONZANE,PONJUANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.5947,34.3961
GAZA,MANDLAKAZE,CS Mazamane,1257,MANDLAKAZE,VILA DE MANDLACAZE,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-24.7133,33.8838
GAZA,MANDLAKAZE,CS Cucuine,1258,NGUZENE,NGUZENE SEDE,RURAL,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-24.8831,33.9781
GAZA,MANDLAKAZE,CS Matsinhane,1259,MAZUCANE,CUMBANE,RURAL,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-24.7547,34.0256
GAZA,MANDLAKAZE,CS Mausse,1260,MANDLAKAZE,MAPANDANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.6756,33.9258
GAZA,MANDLAKAZE,CS Lanranjeiras,1261,XHALALA,CHALALA SEDE,RURAL,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-24.5753,33.9153
GAZA,MANDLAKAZE,CS Tavane,1262,CHIBONZANE,MACHULANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.5869,34.0697
GAZA,MANDLAKAZE,CS Mandlakazi,1263,MANDLAKAZE,VILA DE MANDLAKAZE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.7122,33.8861
GAZA,MANDLAKAZE,CS Chicavane,1264,MAZUCANE,CHICAVANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.8011,33.8158
GAZA,MANDLAKAZE,CS Incadine,1265,NGUZENE,CHICUANGUE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.9108,34.0406
GAZA,MANDLAKAZE,CS Macasselane,1266,MAZUCANE,MAPANDANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.6858,33.9664
GAZA,MASSANGENA,CS Massangena,1267,MASSANGENA,MBOCODA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.5839,32.9375
GAZA,MASSANGENA,PS  Mucambe,1268,MAVUE,MUCAMBENE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-21.55,32.8117
GAZA,MASSANGENA,CS Mavue,1269,MAVUE,MAVUE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.3599,32.4284
GAZA,MASSINGIR,CS Massingir,1270,MASSINGIR,TIHOVENE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.9186,32.1625
GAZA,MASSINGIR,PS Zulu,1271,ZULO,ZULO SEDE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.0314,32.4344
GAZA,MASSINGIR,PS Chibotane,1272,MAVODZE,CHIBOTANE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-23.8564,32.2242
GAZA,MASSINGIR,PS Cubo,1273,MASSINGIR,TIHOVENE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-23.9192,32.0303
GAZA,MASSINGIR,PS Machamba,1274,MAVODZE,MACHAMBA,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-23.5619,31.92
GAZA,MASSINGIR,PS Mavodze,1275,MAVODZE,MAVODZE SEDE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-23.8122,32.0439
GAZA,MASSINGIR,PS Mucatine,1276,ZULO,MUCATINE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.1675,32.4961
GAZA,MASSINGIR,PS Macaringue,1277,ZULO,MUCATINE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.1233,32.5931
GAZA,XAI-XAI DISTRITO,HR Chicumbane,1278,CHICUMBANE,CHICUMBANE SEDE,RURAL,Hospital Rural,Hospital Rural,Nivel Secondario,-24.9944,33.5506
GAZA,XAI-XAI DISTRITO,PS  Banhine,1279,CHONGOENE,BANHINE,RURAL,Posto de Saude,Posto de saude,Nivel Primario,-24.8706,33.8306
GAZA,XAI-XAI DISTRITO,CS Chilaulene,1280,ZONGOENE,CHILAULENE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.1272,33.555
GAZA,XAI-XAI DISTRITO,CS Chipenhe,1281,CHICUMBANE,NUVUNGUENE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.9425,33.4456
GAZA,XAI-XAI DISTRITO,CS Chongone,1282,CHONGOENE,CHONGOENE SEDE,RURAL,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.008374,33.789932
GAZA,XAI-XAI DISTRITO,PS Nhacutse,1283,CHONGOENE,NHACUTSE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.8922,33.7306
GAZA,XAI-XAI DISTRITO,CS Julius Nyerere,1284,CHICUMBANE,MUZINGANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.8747,33.5089
GAZA,XAI-XAI DISTRITO,CS Maciene,1285,CHONGOENE,MACIENE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.066667,33.858333
GAZA,XAI-XAI DISTRITO,CS Siaia,1286,CHONGOENE,SIAIA,RURAL,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-24.964,33.7834
GAZA,XAI-XAI DISTRITO,CS Zongoene,1287,ZONGOENE,ZONGOENE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.1525,33.4853
GAZA,XAI-XAI DISTRITO,CS Vladimir Lenine,1288,CHICUMBANE,CHICUMBANE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.0314,33.485
GAZA,XAI-XAI DISTRITO,PS  Nhamavila,1289,CHONGOENE,NHAMAVILA,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.9942,33.9328
GAZA,XAI-XAI DISTRITO,PS Bungane,1290,CHONGOENE,NHACUTSE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.8544,33.6919
GAZA,XAI-XAI DISTRITO,PS  Zimilene,1291,ZONGOENE,CHILAULENE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-25.135,33.5864
GAZA,XAI-XAI DISTRITO,PS Ndambine 2000,1292,CIDADE DE XAI XAI,NA,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-25.0269,33.7081
INHAMBANE,CIDADE DE INHAMBANE,HP Inhambane,1038,Cidade de Inhambane,Bairro Chemane,URBANA,Hospital Provincial,Hospital Provincial,Nivel Terciario,-23.8792,35.4325
INHAMBANE,CIDADE DE INHAMBANE,CS Urbano (Balane),1039,NA,NA,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.9006,35.3975
INHAMBANE,CIDADE DE INHAMBANE,CS Guiua,1040,Cidade de Inhambane,Bairro Balane 1,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.865173,35.382816
INHAMBANE,CIDADE DE INHAMBANE,CS Conguiana,1041,Cidade de Inhambane,Bairro Conguiana,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.8011,35.5128
INHAMBANE,CIDADE DE INHAMBANE,PS Cruzamento,1042,Cidade de Inhambane,Bairro Josina Machel,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-23.8447,35.5019
INHAMBANE,CIDADE DE INHAMBANE,CS Ilha,1043,Cidade de Inhambane,Bairro Chalambe 2,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.8734,35.3882
INHAMBANE,CIDADE DE INHAMBANE,CS Muelé,1044,Cidade de Inhambane,Bairro Muele 1,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-23.9006,35.3975
INHAMBANE,CIDADE DE INHAMBANE,CS Salela,1045,Cidade de Inhambane,Bairro Salele,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.8858,35.4703
INHAMBANE,CIDADE DE INHAMBANE,CS Macucune,1046,Cidade de Inhambane,Bairro Mucucune,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.8506,35.3967
INHAMBANE,FUNHALOURO,CS Funhalouro,1047,Funhalouro - sede,Mucuhine,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.0914,34.3806
INHAMBANE,FUNHALOURO,CS Mavume,1048,Funhalouro - sede,Mavume,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.4256,34.4981
INHAMBANE,FUNHALOURO,CS Tome,1049,Tome,Tome - sede,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-22.5419,34.2117
INHAMBANE,FUNHALOURO,CS Manhiça,1050,Funhalouro - sede,Manhica,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.1253,34.6394
INHAMBANE,FUNHALOURO,CS Tsenane,1051,NA,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.8083,34.0125
INHAMBANE,GOVURO,CS  Doane,1052,Nova Mambone,Govuro - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.0069,34.9678
INHAMBANE,GOVURO,CS  Pande,1053,Nova Mambone,Pande,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.3681,34.8647
INHAMBANE,GOVURO,CS Save,1054,Save,Machacame,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.1492,34.568600000000004
INHAMBANE,GOVURO,CS Nova Mabone,1055,Nova Mambone,Vila de Nova Mambone,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-20.9906,35.0229
INHAMBANE,GOVURO,CS  Jofane,1056,Save,Jofane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.3344,34.2825
INHAMBANE,GOVURO,CS  Malovane,1057,Nova Mambone,Govuro - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.1897,34.8467
INHAMBANE,GOVURO,CS  Luido,1058,Save,Luido,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.4106,34.6436
INHAMBANE,HOMOINE,CS Inhamagua,1059,NA,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.8444,35.1958
INHAMBANE,HOMOINE,CS  Homoine,1060,Homoine - sede,Vila de Homoine - sede,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.8814,35.1528
INHAMBANE,HOMOINE,CS  Chinjinguir,1061,Homoine - sede,Chinjinguir,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.9225,35.1619
INHAMBANE,HOMOINE,CS  Mafuane,1062,Homoine - sede,Golo,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.0122,35.1633
INHAMBANE,HOMOINE,CS  Maiaice,1063,Homoine - sede,Mubecua,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.0436,35.0886
INHAMBANE,HOMOINE,CS  Maganda,1064,NA,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.8944,35.1247
INHAMBANE,HOMOINE,CS  Marrengo,1065,Homoine - sede,Chinjinguir,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.9072,35.1939
INHAMBANE,HOMOINE,CS  Quengue,1066,Pembe,Nhaulane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.8522,34.9311
INHAMBANE,HOMOINE,PS  Benhane,1067,Pembe,Pembe - sede,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-23.7025,35.0594
INHAMBANE,HOMOINE,PS Madumo,1068,Homoine - sede,Mubecua,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.0989,35.0133
INHAMBANE,HOMOINE,CS  Pembe,1069,Pembe,Pembe - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.7392,34.9769
INHAMBANE,HOMOINE,CS  Maxamal,1070,Pembe,Nhaulane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.9119,35.0317
INHAMBANE,HOMOINE,PS  Inhamussua,1071,Homoine - sede,Inhamussua,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-23.8817,35.2292
INHAMBANE,INHARRIME,PS Mafassane,1072,NA,NA,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.3625,35.1833
INHAMBANE,INHARRIME,CS Sihane,1073,NA,NA,NA,NA,NA,NA,NA,NA
INHAMBANE,INHARRIME,CS  de Nhapadiane,1074,NA,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.4333,34.625
INHAMBANE,INHARRIME,CS  Chacane,1075,Inharrime - sede,Chacane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.3228,34.915
INHAMBANE,INHARRIME,CS  Chongola,1076,Inharrime - sede,Dongane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.4022,35.1344
INHAMBANE,INHARRIME,PS  Inhamachafo,1077,Inharrime - sede,Inharrime - sede,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.4614,34.9828
INHAMBANE,INHARRIME,CS  Inharrime,1078,Inharrime - sede,Vila de Inharrime,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.4761,35.0175
INHAMBANE,INHARRIME,CS  Mejoote,1079,Mocumbí,Nhapodiane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.4933,34.6478
INHAMBANE,INHARRIME,CS  Mocumbi,1080,Mocumbí,Mahalamba,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.5333,34.7736
INHAMBANE,INHARRIME,CS  Coguno,1081,Mocumbí,Nhapodiane,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.3914,34.5503
INHAMBANE,INHASSORO,CS  Inhassoro,1082,Inhassoro - sede,Vila de Inhassoro,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.5392,35.1886
INHAMBANE,INHASSORO,CS  Macovane,1083,Inhassoro - sede,Maimelane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.4892,35.0556
INHAMBANE,INHASSORO,CS  Bazaruto,1084,Bazaruto,Bazaruto - sede,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-21.6642,35.4389
INHAMBANE,INHASSORO,CS  Mangungumete,1085,Inhassoro - sede,Maimelane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.7175,35.0947
INHAMBANE,INHASSORO,CS Cometela,1086,NA,NA,NA,NA,NA,NA,-21.849492,34.479429
INHAMBANE,JANGAMO,CS Ligogo,1087,NA,NA,NA,NA,NA,NA,-24.106899,35.317181
INHAMBANE,JANGAMO,CS  Cumbana,1088,Cumbana,Cumbana - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.1447,35.2175
INHAMBANE,JANGAMO,CS  Jangamo,1089,Jangamo - sede,Jangamo - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.1108,35.3172
INHAMBANE,JANGAMO,PS  Mutamba,1090,Jangamo - sede,Jangamo - sede,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-24.0517,35.3222
INHAMBANE,JANGAMO,CS  Ravene,1091,Jangamo - sede,Ligogo,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.2653,35.2372
INHAMBANE,JANGAMO,CS  Nhancoja,1092,Cumbana,Bambela,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.3025,35.1139
INHAMBANE,JANGAMO,CS Massavane,1093,NA,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.0417,35.4583
INHAMBANE,MABOTE,CS Paptane,1094,NA,NA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.3917,33.8417
INHAMBANE,MABOTE,CS  Mabote,1095,Mabote - sede,Mabote - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.0239,34.1442
INHAMBANE,MABOTE,CS  Mussengue,1096,Zinave,Mussengue,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.8944,34.1875
INHAMBANE,MABOTE,CS  Zimane,1097,Zimane,Zimane - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.1389,33.5361
INHAMBANE,MABOTE,CS  Tanguane,1098,Zinave,Tanguane,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.6842,33.5044
INHAMBANE,MABOTE,CS  Maculuva,1099,Zinave,Maculuva,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-21.7417,33.8797
INHAMBANE,MASSINGA,CS  Massinga,1100,Massinga - sede,Vila de Massinga,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.3336,35.3797
INHAMBANE,MASSINGA,CS  Nhanchengue,1101,Chicomo,Malamba,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.8556,35.1806
INHAMBANE,MASSINGA,CS  Balata,1102,Chicomo,Chicomo - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.4356,34.6528
INHAMBANE,MASSINGA,CS  Cangela,1103,Massinga - sede,Rovene,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.4294,35.3375
INHAMBANE,MASSINGA,CS  Magonha,1104,Massinga - sede,Rovene,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.2869,35.4294
INHAMBANE,MASSINGA,CS  Muvamba,1105,Chicomo,Malamba,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.8739,35.3019
INHAMBANE,MASSINGA,CS  Rio das Pedras,1106,Massinga - sede,Guma,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.1947,35.3819
INHAMBANE,MASSINGA,CS  Morie,1107,Chicomo,Malamba,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.9461,35.4461
INHAMBANE,MASSINGA,CS  Inhaloi,1108,Massinga - sede,Guma,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.1003,35.2531
INHAMBANE,MASSINGA,CS  Chicomo,1109,Chicomo,Chicomo - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-22.7664,35.0203
INHAMBANE,MASSINGA,CS Chituane,1110,NA,NA,NA,NA,NA,NA,NA,NA
INHAMBANE,MASSINGA,CS Muchungo,1111,NA,NA,NA,NA,NA,NA,NA,NA
INHAMBANE,MASSINGA,HD Massinga ,1112,NA,NA,URBANA,Hospital Distrital,Hospital Distrital,Nivel Secondario,-23.3336,35.3797
INHAMBANE,CIDADE DE MAXIXE,HR Chicuque,1113,Cidade de Maxixe,Bairro Rumbana,URBANA,Hospital Rural,Hospital Rural,Nivel Secondario,-23.8178,35.3483
INHAMBANE,CIDADE DE MAXIXE,CS Cidade Maxixe,1114,Cidade de Maxixe,Bairro Chambone,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.8617,35.3433
INHAMBANE,CIDADE DE MAXIXE,CS Agostinho Neto,1115,Cidade de Maxixe,Bairro Agostinho Neto,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-24.0322,35.2606
INHAMBANE,CIDADE DE MAXIXE,CS Dambo,1116,Cidade de Maxixe,Bairro Dambo,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.0044,35.2861
INHAMBANE,CIDADE DE MAXIXE,PS Teles,1117,Cidade de Maxixe,Bairro Nhabanda,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-23.7614,35.3183
INHAMBANE,CIDADE DE MAXIXE,CS Tinga-Tinga,1118,Cidade de Maxixe,Bairro Tinga Tinga,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-23.7169,35.3619
INHAMBANE,CIDADE DE MAXIXE,CS Bembe,1119,Cidade de Maxixe,Bairro Bembe,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-23.8661,35.2858
INHAMBANE,CIDADE DE MAXIXE,CS Chicuque,1120,Cidade de Maxixe,Bairro Rumbana,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-23.8178,35.3483
INHAMBANE,CIDADE DE MAXIXE,CS Mabil,1121,Cidade de Maxixe,Bairro Mabil,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-23.9353,35.2986
INHAMBANE,CIDADE DE MAXIXE,CS Cuguana,1122,NA,NA,NA,NA,NA,NA,-23.872959,35.34388
INHAMBANE,CIDADE DE MAXIXE,CS Macuamene,1123,NA,NA,NA,NA,NA,NA,-23.872958,35.343881
INHAMBANE,CIDADE DE MAXIXE,CS Manhala,1124,NA,NA,NA,NA,NA,NA,-23.872958,35.34388
INHAMBANE,MORRUMBENE,CS  Gotiti,1125,Mocoduene,Gotite,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.4394,35.2333
INHAMBANE,MORRUMBENE,CS  Cambine,1126,Morrombene - sede,Cambine,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.6189,35.2489
INHAMBANE,MORRUMBENE,CS  Magumbo,1127,Morrumbene - sede,Morrumbene - sede,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-23.6731,35.4033
